track_name,artist_name,popularity,danceability,energy,key,loudness,acousticness,liveness,duration_ms,streaming_count,duration_minutes,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10,Week_11,Week_12,Week_13,Week_14,Week_15,Week_16,Weekly Mean
Bed Chem,Sabrina Carpenter,90,0.5816912323575384,0.4807064473134154,11,0.1623752185792357,-0.7256617910135392,-0.580333269699723,171870,920000,2.8645,81480.46026683412,77506.61132767392,73726.56928822378,70130.88207444912,66710.55859540569,63457.04626082891,60362.209595203465,57418.30989483687,54617.98587706933,51954.235273232785,49420.39731933192,47010.13610066473,44717.42470873555,42536.530170844526,40461.99911466969,38488.64413199565,57500.0
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator",87,-1.8566581893648768,0.9999313721015958,3,0.9032415052427551,0.4272743439861635,1.947492304580187,253834,870000,4.230566666666666,77052.17438276706,73294.29549464816,69719.69052255944,66319.4210921421,63084.984758698854,60008.29374665343,57081.65472589893,54297.749574465306,51649.61707940252,49130.63553012231,46734.50616067257,44455.23739954165,42287.129887608615,40224.76222677689,38262.97742365504,36396.86999438719,54375.0
WILDFLOWER,Billie Eilish,92,-1.2304154417093929,-2.2580623867341303,6,-1.4468354271110728,1.4215929819735869,-0.0747681548437408,261467,900000,4.357783333333333,79709.14591320729,75821.68499446362,72123.81778195805,68606.29768152631,65260.32906072296,62077.545255158715,59049.98764748165,56170.085766688244,53430.63835800261,50824.79537598859,48346.04085586818,45988.1766202155,43745.30678028477,41611.82299321747,39582.39043826383,37651.93447695227,56250.0
Rah Tah Tah,"Tyler, The Creator",87,0.0620429949412862,1.3422774763575394,1,0.6608198153301781,-0.9817777544729188,1.5415081971958378,165413,870000,2.756883333333333,77052.17438276706,73294.29549464816,69719.69052255944,66319.4210921421,63084.984758698854,60008.29374665343,57081.65472589893,54297.749574465306,51649.61707940252,49130.63553012231,46734.50616067257,44455.23739954165,42287.129887608615,40224.76222677689,38262.97742365504,36396.86999438719,54375.0
Who,Jimin,92,0.0553808380513342,0.6461737310371215,0,0.7557616432827386,-0.9817777544729188,0.1014136276060709,170888,860000,2.848133333333333,76166.51720595364,72451.832328043,68918.31476942658,65557.1288956807,62359.86999135749,59318.54324381833,56425.54375203802,53673.63751039099,51055.943319869155,48565.915581500216,46197.32792894071,43944.25765931703,41801.07092338323,39762.40863796336,37823.17308545211,35978.5151668655,53750.00000000001
Love Somebody,Morgan Wallen,86,-0.217767594436696,1.1425755822082388,5,0.3277233459123467,-0.9557755329477716,-0.1207286198306483,204829,900000,3.4138166666666665,79709.14591320729,75821.68499446362,72123.81778195805,68606.29768152631,65260.32906072296,62077.545255158715,59049.98764748165,56170.085766688244,53430.63835800261,50824.79537598859,48346.04085586818,45988.1766202155,43745.30678028477,41611.82299321747,39582.39043826383,37651.93447695227,56250.0
"I Love You, I'm Sorry",Gracie Abrams,90,-0.8106995576424197,-1.3508452104558804,10,-0.2480615039460185,1.5952041727332955,-0.3581910222630035,157147,920000,2.6191166666666668,81480.46026683412,77506.61132767392,73726.56928822378,70130.88207444912,66710.55859540569,63457.04626082891,60362.209595203465,57418.30989483687,54617.98587706933,51954.235273232785,49420.39731933192,47010.13610066473,44717.42470873555,42536.530170844526,40461.99911466969,38488.64413199565,57500.0
Not Like Us,Kendrick Lamar,88,1.6409741778598992,-0.9742644957743432,1,-0.1131160967999636,-0.9509617681130704,-0.2969104022804604,274192,880000,4.569866666666667,77937.83155958047,74136.75866125332,70521.06627569231,67081.71328860351,63810.09952604023,60698.04424948852,57737.76569975984,54921.861638539616,52243.290838935885,49695.35547874441,47271.684392404444,44966.21713976626,42773.188851834006,40687.11581559041,38702.781761857965,36815.22482190889,54999.999999999985
Like Him (feat. Lola Young),"Tyler, The Creator",86,-1.7300772084557896,-0.5006857182202881,4,-0.0347090815807141,0.1392375956802828,-0.3811712547564572,278015,860000,4.633583333333333,76166.51720595364,72451.832328043,68918.31476942658,65557.1288956807,62359.86999135749,59318.54324381833,56425.54375203802,53673.63751039099,51055.943319869155,48565.915581500216,46197.32792894071,43944.25765931703,41801.07092338323,39762.40863796336,37823.17308545211,35978.5151668655,53750.00000000001
MILLION DOLLAR BABY,Tommy Richman,88,1.3345149609221092,0.3095333951854436,1,0.2818525751038063,-0.6092633790269163,-0.8576280751207312,155152,880000,2.5858666666666665,77937.83155958047,74136.75866125332,70521.06627569231,67081.71328860351,63810.09952604023,60698.04424948852,57737.76569975984,54921.861638539616,52243.290838935885,49695.35547874441,47271.684392404444,44966.21713976626,42773.188851834006,40687.11581559041,38702.781761857965,36815.22482190889,54999.999999999985
Thought I Was Dead (feat. ScHoolboy Q & Santigold),"Tyler, The Creator",85,0.7882180959460491,1.2338678766764906,10,0.8520369238750821,0.4351657617479684,3.778250826558667,207273,850000,3.45455,75280.86002914023,71609.36916143786,68116.9390162937,64794.8366992193,61634.755224016124,58628.792740983234,55769.43277817711,53049.52544631668,50462.26956033579,48001.195632878116,45660.149697208835,43433.27791909241,41315.01195915784,39300.055049149836,37383.36874724917,35560.16033934381,53125.00000000001
Pink Skies,Zach Bryan,85,-0.8440103420921796,-0.8829722013060917,0,-0.0885805682279535,-0.2395504568863544,-0.3428708672673677,194920,850000,3.248666666666667,75280.86002914023,71609.36916143786,68116.9390162937,64794.8366992193,61634.755224016124,58628.792740983234,55769.43277817711,53049.52544631668,50462.26956033579,48001.195632878116,45660.149697208835,43433.27791909241,41315.01195915784,39300.055049149836,37383.36874724917,35560.16033934381,53125.00000000001
Juno,Sabrina Carpenter,87,-0.1244973979773686,0.469294910504884,5,0.6186827119130306,-0.8112836737291229,0.1933345575798857,223192,870000,3.719866666666667,77052.17438276706,73294.29549464816,69719.69052255944,66319.4210921421,63084.984758698854,60008.29374665343,57081.65472589893,54297.749574465306,51649.61707940252,49130.63553012231,46734.50616067257,44455.23739954165,42287.129887608615,40224.76222677689,38262.97742365504,36396.86999438719,54375.0
Noid,"Tyler, The Creator",85,-1.810023091135213,0.8059352463565618,1,0.1527743595727971,1.0704248915732668,2.407096954449261,284364,930000,4.7394,82366.11744364754,78349.07449427908,74527.94504135665,70893.17427091053,67435.67336274705,64146.79676366401,61018.32056906437,58042.42195891119,55211.65963660269,52518.955221854885,49957.57555106378,47521.115840889346,45203.48367296093,42998.883759658056,40901.80345287263,38906.99895951735,58125.000000000015
Tu Boda,Oscar Maydon,93,0.2818941723097001,0.0470680485892209,6,-0.1043153093773947,0.9638907517889,-0.774133230394516,225881,850000,3.764683333333333,75280.86002914023,71609.36916143786,68116.9390162937,64794.8366992193,61634.755224016124,58628.792740983234,55769.43277817711,53049.52544631668,50462.26956033579,48001.195632878116,45660.149697208835,43433.27791909241,41315.01195915784,39300.055049149836,37383.36874724917,35560.16033934381,53125.00000000001
Good Graces,Sabrina Carpenter,86,0.7082722132666256,0.6632910362499186,5,0.3365241333349153,0.3049573686781869,-0.2739301697870067,185265,860000,3.08775,76166.51720595364,72451.832328043,68918.31476942658,65557.1288956807,62359.86999135749,59318.54324381833,56425.54375203802,53673.63751039099,51055.943319869155,48565.915581500216,46197.32792894071,43944.25765931703,41801.07092338323,39762.40863796336,37823.17308545211,35978.5151668655,53750.00000000001
I Had Some Help (Feat. Morgan Wallen),Post Malone,84,-0.051213672187897,1.3194544027404764,0,0.4944049258852407,-0.9485943427845288,0.3618562625318798,178206,830000,2.9701,73509.5456755134,69924.44282822756,66514.18751002797,63270.25230629649,60184.52568933339,57249.29173531304,54457.2108304553,51801.30131816805,49274.92204126907,46871.75573563393,44585.7932337451,42411.31843864318,40342.89403070707,38375.347871522776,36503.76007084331,34723.45068430043,51874.99999999999
NEL,Fuerza Regida,89,0.2552455447498923,-0.917206811731686,7,0.0644997948191523,1.0704248915732668,-0.8193276876316417,149074,880000,2.484566666666667,77937.83155958047,74136.75866125332,70521.06627569231,67081.71328860351,63810.09952604023,60698.04424948852,57737.76569975984,54921.861638539616,52243.290838935885,49695.35547874441,47271.684392404444,44966.21713976626,42773.188851834006,40687.11581559041,38702.781761857965,36815.22482190889,54999.999999999985
No One Noticed,The Marías,83,0.3551778980991717,-1.7331316935416836,7,-1.0761355932513563,1.1848504491194385,-0.4577720297346364,236907,840000,3.94845,74395.20285232681,70766.9059948327,67315.56326316085,64032.5445027579,60909.64045667476,57939.04223814813,55113.321804316205,52425.41338224236,49868.59580080243,47436.475684256024,45122.97146547697,42922.29817886779,40828.95299493246,38837.701460336306,36943.564409046245,35141.80551182212,52500.00000000001
Slow It Down,Benson Boone,87,-1.4635909328577117,-0.3409242029008483,8,0.5053392375314625,-0.3066275078616965,-0.6622960989263745,161831,890000,2.6971833333333333,78823.48873639389,74979.22182785846,71322.44202882519,67844.00548506492,64535.21429338159,61387.79475232362,58393.87667362074,55545.973702613934,52836.96459846925,50260.0754273665,47808.86262413631,45477.19687999088,43259.24781605939,41149.46940440394,39142.5861000609,37233.579649430576,55624.99999999999
Espresso,Sabrina Carpenter,88,0.31520495675946,0.7602890991224359,0,0.3453249207574842,-0.4762929897405029,0.1933345575798857,175459,820000,2.9243166666666665,72623.88849869999,69081.9796616224,65712.81175689511,62507.96010983509,59459.41092199203,56559.54123247794,53801.099856594396,51177.18925409373,48681.24828173571,46307.03578701183,44048.615002013226,41900.33869841856,39856.83506648168,37912.99428270925,36063.95573264038,34305.09585677873,51250.000000000015
Beautiful Things,Benson Boone,89,-1.1971046572596336,-0.9799702641786088,10,0.2359818042952657,-0.3973788121224534,-0.3045704797782781,180304,870000,3.0050666666666666,77052.17438276706,73294.29549464816,69719.69052255944,66319.4210921421,63084.984758698854,60008.29374665343,57081.65472589893,54297.749574465306,51649.61707940252,49130.63553012231,46734.50616067257,44455.23739954165,42287.129887608615,40224.76222677689,38262.97742365504,36396.86999438719,54375.0
28,Zach Bryan,82,-1.0638615194605945,-0.7060933807738541,7,-0.082446686084951,-0.0975049371738654,-0.8461379588740043,233333,830000,3.888883333333333,73509.5456755134,69924.44282822756,66514.18751002797,63270.25230629649,60184.52568933339,57249.29173531304,54457.2108304553,51801.30131816805,49274.92204126907,46871.75573563393,44585.7932337451,42411.31843864318,40342.89403070707,38375.347871522776,36503.76007084331,34723.45068430043,51874.99999999999
Lies Lies Lies,Morgan Wallen,82,-1.103834460800306,0.3380622372067723,1,0.2183802294501281,-0.0501564306030358,-0.6783822616717922,198069,830000,3.30115,73509.5456755134,69924.44282822756,66514.18751002797,63270.25230629649,60184.52568933339,57249.29173531304,54457.2108304553,51801.30131816805,49274.92204126907,46871.75573563393,44585.7932337451,42411.31843864318,40342.89403070707,38375.347871522776,36503.76007084331,34723.45068430043,51874.99999999999
Judge Judy,"Tyler, The Creator",83,-0.1977811237668402,0.1041257326318782,1,0.1789100313125469,0.1786946844893076,-0.1130685423328304,269622,870000,4.4937,77052.17438276706,73294.29549464816,69719.69052255944,66319.4210921421,63084.984758698854,60008.29374665343,57081.65472589893,54297.749574465306,51649.61707940252,49130.63553012231,46734.50616067257,44455.23739954165,42287.129887608615,40224.76222677689,38262.97742365504,36396.86999438719,54375.0
Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator",83,-0.9905777936711226,0.087008427419081,6,0.201045345132947,0.8218452320764109,1.5491682746936557,253910,890000,4.231833333333333,78823.48873639389,74979.22182785846,71322.44202882519,67844.00548506492,64535.21429338159,61387.79475232362,58393.87667362074,55545.973702613934,52836.96459846925,50260.0754273665,47808.86262413631,45477.19687999088,43259.24781605939,41149.46940440394,39142.5861000609,37233.579649430576,55624.99999999999
Espresso,Sabrina Carpenter,90,0.3285292705393638,0.6689968046541843,0,0.2930535772779847,-0.5709900028821623,0.0401330076235276,175459,900000,2.9243166666666665,79709.14591320729,75821.68499446362,72123.81778195805,68606.29768152631,65260.32906072296,62077.545255158715,59049.98764748165,56170.085766688244,53430.63835800261,50824.79537598859,48346.04085586818,45988.1766202155,43745.30678028477,41611.82299321747,39582.39043826383,37651.93447695227,56250.0
Austin (Boots Stop Workin'),Dasha,87,0.6949478994867216,0.1668891850788011,0,-0.0443099405871529,0.8376280676000208,-0.5496929597084513,171783,860000,2.86305,76166.51720595364,72451.832328043,68918.31476942658,65557.1288956807,62359.86999135749,59318.54324381833,56425.54375203802,53673.63751039099,51055.943319869155,48565.915581500216,46197.32792894071,43944.25765931703,41801.07092338323,39762.40863796336,37823.17308545211,35978.5151668655,53750.00000000001
A Bar Song (Tipsy),Shaboozey,86,0.4684345652283551,0.3780026160366324,9,0.4338661760390855,-0.7434174809776004,-0.7611110986482256,171292,820000,2.8548666666666667,72623.88849869999,69081.9796616224,65712.81175689511,62507.96010983509,59459.41092199203,56559.54123247794,53801.099856594396,51177.18925409373,48681.24828173571,46307.03578701183,44048.615002013226,41900.33869841856,39856.83506648168,37912.99428270925,36063.95573264038,34305.09585677873,51250.000000000015
Hey Jane,"Tyler, The Creator",83,-1.0438750487907384,0.8059352463565618,10,-0.1200500505268359,1.196687575762146,3.379926796672136,240742,870000,4.012366666666667,77052.17438276706,73294.29549464816,69719.69052255944,66319.4210921421,63084.984758698854,60008.29374665343,57081.65472589893,54297.749574465306,51649.61707940252,49130.63553012231,46734.50616067257,44455.23739954165,42287.129887608615,40224.76222677689,38262.97742365504,36396.86999438719,54375.0
Please Please Please,Sabrina Carpenter,87,0.1553131914006136,-0.3238068976880512,9,0.1309057362803532,0.0208663292532087,-0.580333269699723,186365,830000,3.1060833333333333,73509.5456755134,69924.44282822756,66514.18751002797,63270.25230629649,60184.52568933339,57249.29173531304,54457.2108304553,51801.30131816805,49274.92204126907,46871.75573563393,44585.7932337451,42411.31843864318,40342.89403070707,38375.347871522776,36503.76007084331,34723.45068430043,51874.99999999999
Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,82,-1.097172303910354,0.087008427419081,5,-0.9057203458870696,-0.9585769862532122,-0.6109735796909945,210950,820000,3.515833333333333,72623.88849869999,69081.9796616224,65712.81175689511,62507.96010983509,59459.41092199203,56559.54123247794,53801.099856594396,51177.18925409373,48681.24828173571,46307.03578701183,44048.615002013226,41900.33869841856,39856.83506648168,37912.99428270925,36063.95573264038,34305.09585677873,51250.000000000015
Balloon (feat. Doechii),"Tyler, The Creator",82,-1.4302801484079517,1.285219792314882,6,0.945911989715816,1.891132338800981,0.4154768050166053,154261,820000,2.5710166666666665,72623.88849869999,69081.9796616224,65712.81175689511,62507.96010983509,59459.41092199203,56559.54123247794,53801.099856594396,51177.18925409373,48681.24828173571,46307.03578701183,44048.615002013226,41900.33869841856,39856.83506648168,37912.99428270925,36063.95573264038,34305.09585677873,51250.000000000015
A Bar Song (Tipsy),Shaboozey,84,0.4684345652283551,0.3608853108238352,9,0.4586683951390521,-0.7090898137137488,-0.8637561371189855,171292,880000,2.8548666666666667,77937.83155958047,74136.75866125332,70521.06627569231,67081.71328860351,63810.09952604023,60698.04424948852,57737.76569975984,54921.861638539616,52243.290838935885,49695.35547874441,47271.684392404444,44966.21713976626,42773.188851834006,40687.11581559041,38702.781761857965,36815.22482190889,54999.999999999985
I Had Some Help (Feat. Morgan Wallen),Post Malone,84,-0.0911866135276088,1.2110448030594276,7,0.4578683235551822,-0.9633118369102952,0.4997376574926021,178206,840000,2.9701,74395.20285232681,70766.9059948327,67315.56326316085,64032.5445027579,60909.64045667476,57939.04223814813,55113.321804316205,52425.41338224236,49868.59580080243,47436.475684256024,45122.97146547697,42922.29817886779,40828.95299493246,38837.701460336306,36943.564409046245,35141.80551182212,52500.00000000001
CHIHIRO,Billie Eilish,88,0.3218671136494119,-1.242435610774832,7,-1.5879147164001304,-0.4249987742887708,-0.741194897153899,303440,820000,5.057333333333333,72623.88849869999,69081.9796616224,65712.81175689511,62507.96010983509,59459.41092199203,56559.54123247794,53801.099856594396,51177.18925409373,48681.24828173571,46307.03578701183,44048.615002013226,41900.33869841856,39856.83506648168,37912.99428270925,36063.95573264038,34305.09585677873,51250.000000000015
one of wun,Gunna,84,1.7542308449890829,-1.0826740954553915,10,0.5301414566314291,-0.6491150387240312,-0.580333269699723,144000,880000,2.4,77937.83155958047,74136.75866125332,70521.06627569231,67081.71328860351,63810.09952604023,60698.04424948852,57737.76569975984,54921.861638539616,52243.290838935885,49695.35547874441,47271.684392404444,44966.21713976626,42773.188851834006,40687.11581559041,38702.781761857965,36815.22482190889,54999.999999999985
Diet Pepsi,Addison Rae,88,0.1153402500609019,-0.4664511077946937,10,0.0103616176439562,0.9599450429079974,-0.6462099361809569,169698,840000,2.8283,74395.20285232681,70766.9059948327,67315.56326316085,64032.5445027579,60909.64045667476,57939.04223814813,55113.321804316205,52425.41338224236,49868.59580080243,47436.475684256024,45122.97146547697,42922.29817886779,40828.95299493246,38837.701460336306,36943.564409046245,35141.80551182212,52500.00000000001
I Killed You,"Tyler, The Creator",82,0.6483128012570579,1.4449813076343223,2,0.4448004876853075,0.4114915084625535,0.6682593624445963,168421,880000,2.8070166666666667,77937.83155958047,74136.75866125332,70521.06627569231,67081.71328860351,63810.09952604023,60698.04424948852,57737.76569975984,54921.861638539616,52243.290838935885,49695.35547874441,47271.684392404444,44966.21713976626,42773.188851834006,40687.11581559041,38702.781761857965,36815.22482190889,54999.999999999985
Please Please Please,Sabrina Carpenter,88,0.1153402500609019,-0.3238068976880512,9,0.1343727131437894,0.0879433802285508,-0.580333269699723,186365,840000,3.1060833333333333,74395.20285232681,70766.9059948327,67315.56326316085,64032.5445027579,60909.64045667476,57939.04223814813,55113.321804316205,52425.41338224236,49868.59580080243,47436.475684256024,45122.97146547697,42922.29817886779,40828.95299493246,38837.701460336306,36943.564409046245,35141.80551182212,52500.00000000001
LUNCH,Billie Eilish,86,1.6076633934101394,-1.3850798208814747,11,-0.3744728141974614,-0.8148348117219352,-0.8928644316106935,179587,850000,2.993116666666667,75280.86002914023,71609.36916143786,68116.9390162937,64794.8366992193,61634.755224016124,58628.792740983234,55769.43277817711,53049.52544631668,50462.26956033579,48001.195632878116,45660.149697208835,43433.27791909241,41315.01195915784,39300.055049149836,37383.36874724917,35560.16033934381,53125.00000000001
Like That,Future,83,1.0813529991039346,0.189712258695864,11,0.5085395238669421,-0.9652057771731284,-0.4654321072324543,267707,830000,4.461783333333333,73509.5456755134,69924.44282822756,66514.18751002797,63270.25230629649,60184.52568933339,57249.29173531304,54457.2108304553,51801.30131816805,49274.92204126907,46871.75573563393,44585.7932337451,42411.31843864318,40342.89403070707,38375.347871522776,36503.76007084331,34723.45068430043,51874.99999999999
NEW DROP,Don Toliver,85,0.7016100563766736,-0.0841646247088907,4,-0.0368426058043672,-0.2474418746481594,0.3158957975449724,217333,850000,3.622216666666666,75280.86002914023,71609.36916143786,68116.9390162937,64794.8366992193,61634.755224016124,58628.792740983234,55769.43277817711,53049.52544631668,50462.26956033579,48001.195632878116,45660.149697208835,43433.27791909241,41315.01195915784,39300.055049149836,37383.36874724917,35560.16033934381,53125.00000000001
Stargazing,Myles Smith,88,-0.1111730841974647,-0.2382203716240653,1,0.1194380435782183,-0.0225364684367184,-0.5343728047128155,172533,880000,2.87555,77937.83155958047,74136.75866125332,70521.06627569231,67081.71328860351,63810.09952604023,60698.04424948852,57737.76569975984,54921.861638539616,52243.290838935885,49695.35547874441,47271.684392404444,44966.21713976626,42773.188851834006,40687.11581559041,38702.781761857965,36815.22482190889,54999.999999999985
Scared To Start,Michael Marcagi,85,-0.8306860283122757,-0.5235087918373509,7,-1.248417674311339,0.5219713571278229,1.710029902147832,159636,860000,2.6606,76166.51720595364,72451.832328043,68918.31476942658,65557.1288956807,62359.86999135749,59318.54324381833,56425.54375203802,53673.63751039099,51055.943319869155,48565.915581500216,46197.32792894071,43944.25765931703,41801.07092338323,39762.40863796336,37823.17308545211,35978.5151668655,53750.00000000001
DOS DÍAS,Tito Double P,88,0.6216641736972501,-0.7403279911994485,1,-0.677166563428237,2.09630920060791,0.2775954100558828,154620,760000,2.577,67309.9454378195,64027.2006619915,60904.55723809791,57934.20693106666,55108.72231794383,52421.03821546736,49864.43401342895,47432.51686964785,45119.20572453553,42918.71609527926,40825.545611622016,38834.46025707087,36940.48128112937,35138.872749828086,33425.12970342279,31794.966891648583,47500.0
Tomorrow,"Tyler, The Creator",81,-1.2570640692692008,-0.5805664758800082,1,-0.004573051921615,2.2067890492731794,-0.4194716422455468,182326,810000,3.0387666666666666,71738.23132188657,68239.51649501726,64911.43600376224,61745.66791337368,58734.29615465066,55869.790729642846,53144.98888273349,50553.07719001942,48087.57452220235,45742.31583838974,43511.43677028136,41389.358958193945,39370.7761022563,37450.64069389572,35624.151394437446,33886.74102925704,50625.000000000015
Si Antes Te Hubiera Conocido,KAROL G,93,1.8141902569986503,0.1440661114617382,11,-0.0581778480408976,0.7666053077437762,-0.8576280751207312,195824,930000,3.263733333333333,82366.11744364754,78349.07449427908,74527.94504135665,70893.17427091053,67435.67336274705,64146.79676366401,61018.32056906437,58042.42195891119,55211.65963660269,52518.955221854885,49957.57555106378,47521.115840889346,45203.48367296093,42998.883759658056,40901.80345287263,38906.99895951735,58125.000000000015
It's ok I'm ok,Tate McRae,85,0.6816235857068178,-0.7346222227951827,1,-0.3051332769287375,-0.8917761348995333,-0.7580470676490985,156522,880000,2.6087,77937.83155958047,74136.75866125332,70521.06627569231,67081.71328860351,63810.09952604023,60698.04424948852,57737.76569975984,54921.861638539616,52243.290838935885,49695.35547874441,47271.684392404444,44966.21713976626,42773.188851834006,40687.11581559041,38702.781761857965,36815.22482190889,54999.999999999985
High Road,Zach Bryan,75,-1.2104289710395373,-2.360766218010913,4,-1.1870788528813148,2.222571884796789,-0.0594479998481052,199893,850000,3.33155,75280.86002914023,71609.36916143786,68116.9390162937,64794.8366992193,61634.755224016124,58628.792740983234,55769.43277817711,53049.52544631668,50462.26956033579,48001.195632878116,45660.149697208835,43433.27791909241,41315.01195915784,39300.055049149836,37383.36874724917,35560.16033934381,53125.00000000001
Saturn,SZA,85,-1.6034962275467026,-0.1355165403472822,1,-0.0685787786312061,1.4531586530208065,-0.5343728047128155,186192,850000,3.1032,75280.86002914023,71609.36916143786,68116.9390162937,64794.8366992193,61634.755224016124,58628.792740983234,55769.43277817711,53049.52544631668,50462.26956033579,48001.195632878116,45660.149697208835,43433.27791909241,41315.01195915784,39300.055049149836,37383.36874724917,35560.16033934381,53125.00000000001
Coincidence,Sabrina Carpenter,83,-1.556861129317039,0.9828140668887986,9,0.0962359676459913,0.4351657617479684,-0.4194716422455468,164203,860000,2.7367166666666667,76166.51720595364,72451.832328043,68918.31476942658,65557.1288956807,62359.86999135749,59318.54324381833,56425.54375203802,53673.63751039099,51055.943319869155,48565.915581500216,46197.32792894071,43944.25765931703,41801.07092338323,39762.40863796336,37823.17308545211,35978.5151668655,53750.00000000001
